ID,Feature_ID,Language_ID,Value,Date,Source,Note,Code_ID,Reminder (delete this column)
,Agr_Dat,goth1244,1,,"Woodard 2003, 897","Adjectives agree for gender, case, number",Agr_Dat_1,no agreement = 0
,Agr_Loc,goth1244,0,,"Woodard 2009, 904",Presumably non-agreeing preposition in,Agr_Loc_0,no agreement = 0
,Rel_Head,goth1244,,,,,Rel_Head_,no head = 0
,Rel_Gap,goth1244,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,goth1244,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,olde1239,NA,,,Not clearly discussed by Woodard,Pos_Coord_NA,medial = 0
,Ord_Obj,olde1239,0,,"Woodard 2009, 919",OV order,Ord_Obj_0,OV = 0
,Ord_Gen,olde1239,1,,"Woodard 2009, 917",Genitives usually follow,Ord_Gen_1,GN = 0
,Ord_Adj,olde1239,0,,"Woodard 2009, 917",Adjectives follow,Ord_Adj_0,NA = 0
,Rank_Temp,olde1239,NA,,"Woodard 2009, 917",No examples of subordinate clauses,Rank_Temp_NA,balanced = 0
,Aff_Nom,olde1239,0,,"Woodard 2003, 913",Suffixation,Aff_Nom_0,suffixed = 0
,Aff_Vrb,olde1239,0,,"Woodard 2003, 913",Suffixation,Aff_Vrb_0,suffixed = 0
,Agr_Gend,olde1239,1,,"Woodard 2003, 918","All dependents agree in case, number and gender",Agr_Gend_1,no agreement = 0
,Exp_Case,olde1239,1,,"Woodard 2003, 913",Coexponence clearly in evidence,Exp_Case_1,no coexponence = 0
,Loc_Obj,olde1239,1,,Woodard 2003,dependent-marked,Loc_Obj_1,head-marked = 0
,Loc_Gen,olde1239,0,,Woodard 2003,dependent-marked,Loc_Gen_0,dependent-marked = 0
,Align_Nom,olde1239,1,,Woodard 2003,accusative alignment,Align_Nom_1,accusative = 0
,Overt_Acc,olde1239,1,,"Woodard 2003, 913",Accusative case,Overt_Acc_1,not overt = 0
,Agr_Acc,olde1239,1,,"Woodard 2003, 918","All dependents agree in case, number and gender",Agr_Acc_1,no agreement = 0
,Agr_Dat,olde1239,1,,"Woodard 2003, 918","All dependents agree in case, number and gender",Agr_Dat_1,no agreement = 0
,Agr_Loc,olde1239,0,,"Woodard 2003, 918",If we count an(a) as a locative?,Agr_Loc_0,no agreement = 0
,Rel_Head,olde1239,NA,,"Woodard 2009, 917",No examples of subordinate clauses,Rel_Head_NA,no head = 0
,Rel_Gap,olde1239,NA,,"Woodard 2009, 917",No examples of subordinate clauses,Rel_Gap_NA,gap = 0
,Prohib_Clause,olde1239,NA,,,Not clearly discussed by Woodard,Prohib_Clause_NA,same imperative = 0
,Pos_Coord,clas1249,0,,Pitts 2023,?,Pos_Coord_0,medial = 0
,Ord_Obj,clas1249,0,,"Woodard 2003, 937",Unclear to what extent Clackson (in Woodard) describes the oldest situation,Ord_Obj_0,OV = 0
,Ord_Gen,clas1249,1,,"Woodard 2003, 937",Unclear to what extent Clackson (in Woodard) describes the oldest situation,Ord_Gen_1,GN = 0
,Ord_Adj,clas1249,1,,"Woodard 2003, 937",Unclear to what extent Clackson (in Woodard) describes the oldest situation,Ord_Adj_1,NA = 0
,Rank_Temp,clas1249,0,,"Woodard 2003, 937","""subordinate clauses which have an internal strucuture similar to that of main clauses"" - not fully clear?",Rank_Temp_0,balanced = 0
,Aff_Nom,clas1249,0,,"Woodard 2003, 928",Most suffixed,Aff_Nom_0,suffixed = 0
,Aff_Vrb,clas1249,0,,"Woodard 2003, 928",Most suffixed,Aff_Vrb_0,suffixed = 0
,Agr_Gend,clas1249,0,,"Woodard 2003, 929",No gender,Agr_Gend_0,no agreement = 0
,Exp_Case,clas1249,1,,"Woodard 2003, 930",Coexponence (although increasingly less through time!),Exp_Case_1,no coexponence = 0
,Loc_Obj,clas1249,1,,Woodard 2003,dependent-marking (in plural),Loc_Obj_1,head-marked = 0
,Loc_Gen,clas1249,0,,Woodard 2003,genitive case,Loc_Gen_0,dependent-marked = 0
,Align_Nom,clas1249,0,,Woodard 2003,"neutral alignment in singular, accusative in plural",Align_Nom_0,accusative = 0
,Overt_Acc,clas1249,0,,Woodard 2003,Zero-marked in the singular?,Overt_Acc_0,not overt = 0
,Agr_Acc,clas1249,0,,Woodard 2003,"Concord allowed, but occurs only in specific circumstances",Agr_Acc_0,no agreement = 0
,Agr_Dat,clas1249,0,,Woodard 2003,"Concord allowed, but occurs only in specific circumstances",Agr_Dat_0,no agreement = 0
,Agr_Loc,clas1249,0,,"Woodard 2003, 938",Local functions only combined with prepositions,Agr_Loc_0,no agreement = 0
,Rel_Head,clas1249,,,,,Rel_Head_,no head = 0
,Rel_Gap,clas1249,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,clas1249,1,,"Woodard 2003, 933",Different forms (aspectual),Prohib_Clause_1,same imperative = 0
,Pos_Coord,etru1241,1,,Pitts 2023,A basic coordinating conjunction -c (maybe also -ca),Pos_Coord_1,medial = 0
,Ord_Obj,etru1241,0,,"Woodard 2003, 961","OV word order is unmarked, although relatively free",Ord_Obj_0,OV = 0
,Ord_Gen,etru1241,0,-600,"Woodard 2003, 962",GN in archaic Etruscan,Ord_Gen_0,GN = 0
,Ord_Adj,etru1241,1,-600,"Woodard 2003, 962",No good examples in early Etruscan but Rix (in Woodard) extrapolates from numeral (but cave Umbrian?),Ord_Adj_1,NA = 0
,Ord_Gen,etru1241,1,-300,"Woodard 2003, 962",NG in late Etruscan,Ord_Gen_1,GN = 0
,Ord_Adj,etru1241,0,-300,"Woodard 2003, 962",NA in late Etruscan,Ord_Adj_0,NA = 0
,Rank_Temp,etru1241,0,,"Wallace 2008, 117",Same verb form in subordinate clause,Rank_Temp_0,balanced = 0
,Aff_Nom,etru1241,0,,Woodard 2003,Mostly suffixed,Aff_Nom_0,suffixed = 0
,Aff_Vrb,etru1241,0,,Woodard 2003,Mostly suffixed,Aff_Vrb_0,suffixed = 0
,Agr_Gend,etru1241,0,,"Woodard 2003, 951",No gender,Agr_Gend_0,no agreement = 0
,Exp_Case,etru1241,0,,"Woodard 2003, 953",Separate number suffixes,Exp_Case_0,no coexponence = 0
,Loc_Obj,etru1241,1,,Woodard 2003,Object is not marked,Loc_Obj_1,head-marked = 0
,Loc_Gen,etru1241,0,,Woodard 2003,Genitive is dependent-marked,Loc_Gen_0,dependent-marked = 0
,Align_Nom,etru1241,0,,"Woodard 2003, 952","The nominative-accusative is a single case, so neutral alignment",Align_Nom_0,accusative = 0
,Overt_Acc,etru1241,0,,"Woodard 2003, 952",The nominative-accusative is a single case,Overt_Acc_0,not overt = 0
,Agr_Acc,etru1241,0,,"Woodard 2003, 952",The nominative-accusative is a single case,Agr_Acc_0,no agreement = 0
,Agr_Dat,etru1241,1,,"Wallace 2008, 97","Case agreement is marked on the attribute, the pertinentive functions as indirect object",Agr_Dat_1,no agreement = 0
,Agr_Loc,etru1241,1,,Woodard 2003,A locative case exists and agrees,Agr_Loc_1,no agreement = 0
,Rel_Head,etru1241,0,,"Woodard 2003, 963-4",Relative pronoun,Rel_Head_0,no head = 0
,Rel_Gap,etru1241,1,,"Woodard 2003, 963-4",Relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,etru1241,0,,"Wallace 2003, 113",Same imperative in negated commands,Prohib_Clause_0,same imperative = 0
,Pos_Coord,nucl1302,0,,Pitts 2023,,Pos_Coord_0,medial = 0
,Ord_Obj,nucl1302,1,,"Woodard 2003, 985",Direct object preferably after the verb,Ord_Obj_1,OV = 0
,Ord_Gen,nucl1302,1,,"Woodard 2003, 985",Possessor after the head noun,Ord_Gen_1,GN = 0
,Ord_Adj,nucl1302,0,,"Woodard 2003, 985",Adjective after the head noun,Ord_Adj_0,NA = 0
,Rank_Temp,nucl1302,,,,Not mentioned in Woodard,Rank_Temp_,balanced = 0
,Aff_Nom,nucl1302,0,,Woodard 2003,,Aff_Nom_0,suffixed = 0
,Aff_Vrb,nucl1302,,,Woodard 2003,A lot of both: which is dominant?,Aff_Vrb_,suffixed = 0
,Agr_Gend,nucl1302,0,,Woodard 2003,No reference to gender in Woodard,Agr_Gend_0,no agreement = 0
,Exp_Case,nucl1302,0,,"Woodard 2003, 973",Number is indicated by a separate morphsx,Exp_Case_0,no coexponence = 0
,Loc_Obj,nucl1302,0,,"Woodard 2003, 978",A direct object in the dative can be marked on the verb as well as the noun,Loc_Obj_0,head-marked = 0
,Loc_Gen,nucl1302,0,,"Woodard 2003, 972",A genitive case on the dependent,Loc_Gen_0,dependent-marked = 0
,Align_Nom,nucl1302,1,,"Woodard 2003, 972","Ergative for perfective verbs, accusative for imperfective verbs (typically?)",Align_Nom_1,accusative = 0
,Overt_Acc,nucl1302,0,,Woodard 2003,Direct objects are expressed overtly for some verbs (typically?),Overt_Acc_0,not overt = 0
,Agr_Acc,nucl1302,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,nucl1302,1,,"Woodard 2003, 972","There is a dative case, and attributes agree",Agr_Dat_1,no agreement = 0
,Agr_Loc,nucl1302,,,,No information in Woodard on locatival expressions,Agr_Loc_,no agreement = 0
,Rel_Head,nucl1302,0,,"Woodard 2003, 974",relative pronoun,Rel_Head_0,no head = 0
,Rel_Gap,nucl1302,1,,"Woodard 2003, 974",relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,nucl1302,,,,,Prohib_Clause_,same imperative = 0
